id,creation_time,property1,property2,property3,property4,property5,failed,failed_reason,time_of_death,details,type,origin_id,network_id,contents,awaiting_async_process,pending_async_processes,failed_async_processes,participant_id,complete,finalized,is_repeat_trial,score,bonus,parent_trial_id,answer,propagate_failure,response_id,repeat_trial_index,num_repeat_trials,time_taken,time_credit_before_trial,time_credit_after_trial,time_credit_from_trial,definition,stimulus_id
20,2023-04-10 21:05:13.094371,,,,,,f,,,{},graph_chain_trial,103,46,,f,{},{},2,t,t,f,,0,,"[0, [2, 2, 2, 0, 0, 2, 2, 1, 0]]",t,45,,,9.111,152,172,20,"[{""content"": [2, 2, 2, 0, 0, 2, 2, 1, 0], ""is_center"": true, ""vertex_id"": 22}, {""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": false, ""vertex_id"": 48}, {""content"": [0, 2, 1, 0, 2, 1, 1, 0, 0], ""is_center"": false, ""vertex_id"": 29}, {""content"": [2, 1, 0, 0, 0, 1, 0, 0, 2], ""is_center"": false, ""vertex_id"": 38}, {""content"": [0, 2, 0, 1, 2, 1, 0, 2, 1], ""is_center"": false, ""vertex_id"": 7}]",
260,2023-04-10 21:19:40.472908,,,,,,f,,,{},graph_chain_trial,258,30,,f,{},{},12,t,t,f,,0,,"[0, [2, 1, 1, 2, 2, 2, 2, 2, 2]]",t,609,,,8.609,172,192,20,"[{""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": true, ""vertex_id"": 24}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 6}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 13}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 16}, {""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": false, ""vertex_id"": 21}]",
17,2023-04-10 21:05:07.638597,,,,,,f,,,{},ColorBlindnessTrial,76,1,,f,{},{},3,t,t,f,,0,,"""3""",f,37,,,1.399,50,55,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-5.jpg"", ""label"": ""5"", ""correct_answer"": ""3""}",74
16,2023-04-10 21:05:05.257647,,,,,,f,,,{},ColorBlindnessTrial,67,1,,f,{},{},3,t,t,f,,0,,"""8""",f,35,,,1.648,45,50,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-2.jpg"", ""label"": ""2"", ""correct_answer"": ""8""}",66
21,2023-04-10 21:05:14.070601,,,,,,f,,,{},ColorBlindnessTrial,79,1,,f,{},{},3,t,t,f,,0,,"""15""",f,41,,,1.474,65,70,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-6.jpg"", ""label"": ""6"", ""correct_answer"": ""15""}",78
19,2023-04-10 21:05:11.914135,,,,,,f,,,{},ColorBlindnessTrial,70,1,,f,{},{},3,t,t,f,,0,,"""29""",f,40,,,1.611,60,65,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-3.jpg"", ""label"": ""3"", ""correct_answer"": ""29""}",68
263,2023-04-10 21:19:50.917328,,,,,,f,,,{},graph_chain_trial,261,34,,f,{},{},5,t,t,f,,0,,"[1, [0, 0, 0, -1, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0]]",t,622,,,19.896,492,512,20,"[{""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 38}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 26}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 0}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 22}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 12}]",
18,2023-04-10 21:05:09.84989,,,,,,f,,,{},ColorBlindnessTrial,73,1,,f,{},{},3,t,t,f,,0,,"""5""",f,38,,,1.497,55,60,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-4.jpg"", ""label"": ""4"", ""correct_answer"": ""5""}",72
944,2023-04-10 22:30:08.071548,,,,,,f,,,{},ColorBlindnessTrial,70,1,,f,{},{},23,t,t,f,,0,,"""29""",f,2245,,,5.785,40,45,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-3.jpg"", ""label"": ""3"", ""correct_answer"": ""29""}",68
148,2023-04-10 21:12:58.129723,,,,,,f,,,{},graph_chain_trial,167,2,,f,{},{},1,t,t,f,,0,,"[1, [0, 0, 0, 0, 0, 0, 0, 0, 0]]",t,333,,,5.797,512,532,20,"[{""content"": [2, 0, 0, 0, 0, 2, 0, 0, 1], ""is_center"": true, ""vertex_id"": 46}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 25}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 40}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 48}, {""content"": [2, 0, 0, 0, 0, 0, 0, 1, 1], ""is_center"": false, ""vertex_id"": 44}]",
22,2023-04-10 21:05:27.023858,,,,,,f,,,{},graph_chain_trial,20,11,,f,{},{},2,t,t,f,,0,,"[0, [2, 1, 1, 2, 2, 2, 2, 2, 2]]",t,52,,,8.043,172,192,20,"[{""content"": [2, 1, 1, 2, 2, 2, 2, 2, 2], ""is_center"": true, ""vertex_id"": 13}, {""content"": [0, 2, 1, 1, 1, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 23}, {""content"": [2, 2, 0, 1, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 26}, {""content"": [1, 0, 1, 1, 2, 1, 0, 2, 1], ""is_center"": false, ""vertex_id"": 43}, {""content"": [0, 1, 1, 2, 1, 1, 1, 0, 2], ""is_center"": false, ""vertex_id"": 24}]",
26,2023-04-10 21:05:56.217837,,,,,,f,,,{},graph_chain_trial,18,10,,f,{},{},3,t,t,f,,0,,"[2, [2, 1, 0, 2, 2, 0, 0, 0, 0]]",t,71,,,15.439,112,132,20,"[{""content"": [0, 1, 2, 2, 0, 2, 1, 0, 1], ""is_center"": true, ""vertex_id"": 4}, {""content"": [2, 2, 2, 1, 2, 0, 2, 2, 0], ""is_center"": false, ""vertex_id"": 48}, {""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 14}, {""content"": [1, 0, 0, 2, 2, 2, 2, 0, 0], ""is_center"": false, ""vertex_id"": 34}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 1], ""is_center"": false, ""vertex_id"": 31}]",
24,2023-04-10 21:05:39.8323,,,,,,f,,,{},graph_chain_trial,38,20,,f,{},{},1,t,t,f,,0,,"[0, [0, 0, 0, 0, 0, 0, 0, 0, 0]]",t,57,,,11.146,112,132,20,"[{""content"": [2, 2, 2, 1, 1, 1, 2, 1, 2], ""is_center"": true, ""vertex_id"": 12}, {""content"": [2, 1, 1, 0, 0, 0, 0, 2, 2], ""is_center"": false, ""vertex_id"": 18}, {""content"": [1, 2, 0, 1, 0, 1, 2, 2, 0], ""is_center"": false, ""vertex_id"": 36}, {""content"": [2, 1, 0, 0, 0, 1, 0, 0, 2], ""is_center"": false, ""vertex_id"": 38}, {""content"": [2, 0, 2, 1, 1, 0, 1, 2, 1], ""is_center"": false, ""vertex_id"": 40}]",
23,2023-04-10 21:05:38.628822,,,,,,f,,,{},graph_chain_trial,56,29,,f,{},{},2,t,t,f,,0,,"[3, [0, 1, 1, 2, 1, 1, 1, 0, 2]]",t,61,,,17.348,192,212,20,"[{""content"": [0, 2, 1, 0, 2, 2, 2, 0, 0], ""is_center"": true, ""vertex_id"": 16}, {""content"": [2, 1, 0, 1, 0, 0, 1, 1, 2], ""is_center"": false, ""vertex_id"": 44}, {""content"": [2, 1, 1, 0, 0, 0, 0, 2, 2], ""is_center"": false, ""vertex_id"": 18}, {""content"": [0, 1, 1, 2, 1, 1, 1, 0, 2], ""is_center"": false, ""vertex_id"": 24}, {""content"": [0, 2, 0, 1, 2, 1, 0, 2, 1], ""is_center"": false, ""vertex_id"": 7}]",
418,2023-04-10 21:29:33.295336,,,,,,f,,,{},graph_chain_trial,393,30,,f,{},{},15,t,t,f,,0,,"[0, [1, 1, 1, 1, 1, 1, 1, 1, 1]]",t,968,,,4.714,452,472,20,"[{""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": true, ""vertex_id"": 24}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 21}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 16}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 13}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 6}]",
1349,2023-04-11 01:17:03.6027,,,,,,f,,,{},ColorBlindnessTrial,67,1,,f,{},{},55,t,t,f,,0,,"""8""",f,3357,,,8.219,40,45,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-2.jpg"", ""label"": ""2"", ""correct_answer"": ""8""}",66
546,2023-04-10 21:42:43.742084,,,,,,f,,,{},ColorBlindnessTrial,64,1,,f,{},{},19,t,t,f,,0,,"""12""",f,1276,,,4.199,40,45,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-1.jpg"", ""label"": ""1"", ""correct_answer"": ""12""}",62
252,2023-04-10 21:19:09.396814,,,,,,f,,,{},ColorBlindnessTrial,76,1,,f,{},{},11,t,t,f,,0,,"""8""",f,584,,,5.907,65,70,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-5.jpg"", ""label"": ""5"", ""correct_answer"": ""3""}",74
117,2023-04-10 21:11:00.264997,,,,,,f,,,{},graph_chain_trial,136,37,,f,{},{},3,t,t,f,,0,,"[2, [0, 0, 0, 0, 1, 2, 2, 2, 2]]",t,251,,,6.272,512,532,20,"[{""content"": [0, 1, 1, 2, 2, 2, 0, 0, 2], ""is_center"": true, ""vertex_id"": 45}, {""content"": [2, 1, 1, 1, 2, 2, 2, 2, 1], ""is_center"": false, ""vertex_id"": 11}, {""content"": [0, 0, 0, 0, 1, 2, 2, 2, 2], ""is_center"": false, ""vertex_id"": 2}, {""content"": [2, 1, 1, 0, 0, 0, 0, 2, 2], ""is_center"": false, ""vertex_id"": 30}, {""content"": [2, 1, 1, 2, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 28}]",
120,2023-04-10 21:11:12.709025,,,,,,f,,,{},graph_chain_trial,139,21,,f,{},{},3,t,t,f,,0,,"[1, [0, 0, 0, 0, 0, 0, 0, 0, 0]]",t,259,,,3.867,532,552,20,"[{""content"": [2, 1, 1, 2, 2, 2, 2, 0, 0], ""is_center"": true, ""vertex_id"": 18}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 12}, {""content"": [2, 1, 1, 1, 1, 2, 2, 2, 1], ""is_center"": false, ""vertex_id"": 36}, {""content"": [0, 1, 1, 2, 1, 1, 1, 0, 2], ""is_center"": false, ""vertex_id"": 16}, {""content"": [2, 1, 1, 0, 0, 0, 0, 2, 2], ""is_center"": false, ""vertex_id"": 30}]",
160,2023-04-10 21:13:43.025109,,,,,,f,,,{},graph_chain_trial,179,7,,f,{},{},1,t,t,f,,0,,"[3, [0, 0, 0, 0, 0, 0, 0, 0, 0]]",t,366,,,7.221,572,592,20,"[{""content"": [2, 0, 0, 0, 0, 0, 2, 2, 1], ""is_center"": true, ""vertex_id"": 14}, {""content"": [1, 1, 1, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 4}, {""content"": [2, 2, 2, 1, 1, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 0}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 25}, {""content"": [2, 2, 2, 0, 0, 2, 2, 1, 1], ""is_center"": false, ""vertex_id"": 28}]",
27,2023-04-10 21:06:03.413989,,,,,,f,,,{},graph_chain_trial,10,6,,f,{},{},2,t,t,f,,0,,"[0, [2, 2, 2, 0, 2, 0, 2, 0, 1]]",t,67,,,7.643,212,232,20,"[{""content"": [2, 2, 2, 0, 2, 0, 2, 0, 1], ""is_center"": true, ""vertex_id"": 0}, {""content"": [2, 1, 0, 2, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 14}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 2], ""is_center"": false, ""vertex_id"": 41}, {""content"": [2, 1, 0, 0, 0, 1, 0, 0, 2], ""is_center"": false, ""vertex_id"": 38}, {""content"": [0, 1, 1, 0, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 10}]",
149,2023-04-10 21:13:06.763035,,,,,,f,,,{},graph_chain_trial,168,35,,f,{},{},6,t,t,f,,0,,"[0, [1, 1, 1, 1, 1, 1, 1, 1, 1]]",t,350,,,15.236,332,352,20,"[{""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": true, ""vertex_id"": 34}, {""content"": [1, 1, 1, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 4}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 8}, {""content"": [1, 1, 1, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 15}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 1}]",
213,2023-04-10 21:17:05.790655,,,,,,f,,,{},graph_chain_trial,226,27,,f,{},{},4,t,t,f,,0,,"[3, [0, 0, 0, 0, 0, 0, 0, 0, 0]]",t,488,,,9.948,572,592,20,"[{""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 10}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 29}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 1}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 0}, {""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 42}]",
408,2023-04-10 21:28:54.160482,,,,,,f,,,{},graph_chain_trial,383,35,,f,{},{},14,t,t,f,,0,,"[3, [2, 0, 2, 2, 1, 2, 2, 0, 2]]",t,956,,,13.769,352,372,20,"[{""content"": [0, 0, 0, 0, 0, 0, 0, 0, 0], ""is_center"": true, ""vertex_id"": 34}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 4}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 8}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 15}, {""content"": [1, 1, 1, 1, 1, 1, 1, 1, 1], ""is_center"": false, ""vertex_id"": 1}]",
253,2023-04-10 21:19:10.708755,,,,,,f,,,{},ColorBlindnessTrial,76,1,,f,{},{},10,t,t,f,,0,,"""5""",f,599,,,28.985,45,50,5,"{""url"": ""https://s3.amazonaws.com/ishihara-eye-test/jpg/ishihara-5.jpg"", ""label"": ""5"", ""correct_answer"": ""3""}",74
25,2023-04-10 21:05:54.599251,,,,,,f,,,{},graph_chain_trial,95,42,,f,{},{},1,t,t,f,,0,,"[2, [0, 0, 0, 0, 0, 0, 0, 0, 0]]",t,62,,,6.597,132,152,20,"[{""content"": [2, 2, 1, 0, 2, 1, 1, 2, 1], ""is_center"": true, ""vertex_id"": 37}, {""content"": [0, 2, 2, 1, 2, 0, 0, 0, 0], ""is_center"": false, ""vertex_id"": 3}, {""content"": [1, 0, 1, 1, 2, 1, 0, 2, 1], ""is_center"": false, ""vertex_id"": 43}, {""content"": [1, 2, 2, 1, 0, 0, 0, 2, 1], ""is_center"": false, ""vertex_id"": 31}, {""content"": [2, 0, 0, 0, 0, 0, 2, 2, 1], ""is_center"": false, ""vertex_id"": 25}]",
28,2023-04-10 21:06:04.280327,,,,,,f,,,{},graph_chain_trial,48,25,,f,{},{},1,t,t,f,,0,,"[0, [0, 0, 0, 0, 0, 0, 0, 0, 0]]",t,66,,,7.891,152,172,20,"[{""content"": [2, 0, 2, 0, 2, 0, 0, 1, 1], ""is_center"": true, ""vertex_id"": 1}, {""content"": [2, 1, 1, 1, 1, 0, 2, 2, 2], ""is_center"": false, ""vertex_id"": 8}, {""content"": [0, 1, 1, 0, 1, 2, 1, 0, 0], ""is_center"": false, ""vertex_id"": 10}, {""content"": [0, 2, 0, 1, 2, 1, 0, 2, 1], ""is_center"": false, ""vertex_id"": 7}, {""content"": [1, 0, 0, 2, 2, 2, 2, 0, 0], ""is_center"": false, ""vertex_id"": 34}]",
