awaiting_async_process,id,creation_time,failed,failed_reason,time_of_death,type,fingerprint_hash,recruiter_id,worker_id,assignment_id,unique_id,hit_id,mode,end_time,base_pay,bonus,entry_information,status,vars,elt_id,elt_id_max,page_uuid,aborted,complete,answer,answer_accumulators,branch_log,for_loops,failure_tags,last_response_id,base_payment,performance_bonus,unpaid_bonus,client_ip_address,auth_token,answer_is_fresh,browser_platform,module_state_id,current_trial_id,trial_status,page_count,class,aborted_modules,started_modules,finished_modules,module_id,progress,estimated_bonus,main_consent
False,11,2022-11-30 21:31:07,False,,,Bot,,bot_recruiter,caf63fdb-8e52-470b-b833-a6c1d9c9b887,bcf0880f-7fdc-4862-9461-f67846682e2e,caf63fdb-8e52-470b-b833-a6c1d9c9b887:bcf0880f-7fdc-4862-9461-f67846682e2e,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:07.655758', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:07.666313'}",[129],[129],c03d5aef-775c-a0ce-bac2-7b85df09be25,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],60,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,12,2022-11-30 21:31:12,False,,,Bot,,bot_recruiter,a7c30a48-74c0-4e82-a5dc-482139563954,b95e8fff-9035-42a0-8ad3-7ad4f756c27b,a7c30a48-74c0-4e82-a5dc-482139563954:b95e8fff-9035-42a0-8ad3-7ad4f756c27b,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:12.739749', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:12.756044'}",[129],[129],9df1cdee-ec66-d514-97cf-004554a3f042,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],65,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,13,2022-11-30 21:31:17,False,,,Bot,,bot_recruiter,aa9f1ad7-1cf6-4374-a7f6-2908499cda72,fb7ce1a5-357a-4421-98ea-37304e05a8ca,aa9f1ad7-1cf6-4374-a7f6-2908499cda72:fb7ce1a5-357a-4421-98ea-37304e05a8ca,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:17.725730', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:17.738092'}",[129],[129],849bd3a8-48bb-44e1-275d-1b84cad0f537,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],70,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,14,2022-11-30 21:31:22,False,,,Bot,,bot_recruiter,f6a91dfe-33fe-43b7-a276-aea01c0b5144,a575e195-a704-4b1b-bbe6-00d6f2fb5acb,f6a91dfe-33fe-43b7-a276-aea01c0b5144:a575e195-a704-4b1b-bbe6-00d6f2fb5acb,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:22.652791', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:22.663304'}",[129],[129],3cb8480c-a548-cef6-4a22-c06e35f98b54,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],75,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,15,2022-11-30 21:31:27,False,,,Bot,,bot_recruiter,8bbc4066-979e-48e0-9431-dd2e9b57ab07,b6a98451-884b-471a-9a39-92abc0b1c957,8bbc4066-979e-48e0-9431-dd2e9b57ab07:b6a98451-884b-471a-9a39-92abc0b1c957,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:27.745546', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:27.762597'}",[129],[129],5f80bc34-865a-0118-39cf-4c5febdbf7da,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],80,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,16,2022-11-30 21:31:32,False,,,Bot,,bot_recruiter,076c42f8-12b6-4334-bf37-a05117a7ac5b,2c40c68f-541a-4391-80b8-0a09e3dd53eb,076c42f8-12b6-4334-bf37-a05117a7ac5b:2c40c68f-541a-4391-80b8-0a09e3dd53eb,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:32.652019', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:32.661888'}",[129],[129],fa9581af-7f4a-4abf-d432-400e6e084ae6,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],85,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,17,2022-11-30 21:31:37,False,,,Bot,,bot_recruiter,cac22731-e962-4d53-8897-63ea10f20222,a0a52e3d-3f45-49f3-9b5f-5f5dd3e4da57,cac22731-e962-4d53-8897-63ea10f20222:a0a52e3d-3f45-49f3-9b5f-5f5dd3e4da57,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:37.650919', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:37.660744'}",[129],[129],465d583e-45bb-fe6b-9d58-d21e77e26e41,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],90,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,18,2022-11-30 21:31:42,False,,,Bot,,bot_recruiter,2c478841-719a-415a-87fc-cca26e3ccc53,111334f5-abbe-4ac8-83c5-cd9c4b384b80,2c478841-719a-415a-87fc-cca26e3ccc53:111334f5-abbe-4ac8-83c5-cd9c4b384b80,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:42.657450', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:42.667388'}",[129],[129],dfb83692-20a9-d02b-0bb5-82cbc2b584c1,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],95,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,19,2022-11-30 21:31:47,False,,,Bot,,bot_recruiter,209a0700-1353-4e7d-b7d6-3d6d046cb1bf,ffc226bd-b883-4006-a926-3c9b2af0328a,209a0700-1353-4e7d-b7d6-3d6d046cb1bf:ffc226bd-b883-4006-a926-3c9b2af0328a,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:47.647153', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:47.657197'}",[129],[129],1147e937-8b79-79b1-32ec-0208a68d1cb9,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],100,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,20,2022-11-30 21:31:52,False,,,Bot,,bot_recruiter,65ff5e38-31e4-4e18-8c58-54a301e8d9e4,848b089b-1862-4cf0-be99-fd3052dc3ef4,65ff5e38-31e4-4e18-8c58-54a301e8d9e4:848b089b-1862-4cf0-be99-fd3052dc3ef4,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:52.650253', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:52.660312'}",[129],[129],dce65a4f-bc35-ee46-fc74-ea686cbf2342,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],105,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,21,2022-11-30 21:31:57,False,,,Bot,,bot_recruiter,b4c02ad2-c9ea-47bc-b453-833c06e828e1,56496090-4efb-444d-9193-63f6bbed0762,b4c02ad2-c9ea-47bc-b453-833c06e828e1:56496090-4efb-444d-9193-63f6bbed0762,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:31:57.763802', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:31:57.785111'}",[129],[129],127fff96-d90c-a8be-5297-6b6256c4f4e8,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],110,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,22,2022-11-30 21:32:02,False,,,Bot,,bot_recruiter,e0bf7052-09b9-4ad4-b09a-01721410e2da,bb1de473-4d56-42be-9fc8-99babdf6b27e,e0bf7052-09b9-4ad4-b09a-01721410e2da:bb1de473-4d56-42be-9fc8-99babdf6b27e,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:32:02.681833', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:32:02.701797'}",[129],[129],d3fc8020-03d2-c4aa-b18c-0f41d3f2b44e,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],115,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,23,2022-11-30 21:32:07,False,,,Bot,,bot_recruiter,ce56dddb-7a54-48ef-9d27-83ab4f328dbe,71165904-58af-4281-b6e8-153374b2ac78,ce56dddb-7a54-48ef-9d27-83ab4f328dbe:71165904-58af-4281-b6e8-153374b2ac78,,debug,,,,{},approved,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:32:07.692303', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:32:07.710603'}",[129],[129],c52a3ff1-83c7-d2b8-872f-3a968646addc,False,True,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],120,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,,,exit,7,Bot,[],"['main_consent', 'graph_demo']","['main_consent', 'graph_demo']",,1.0,0.12,True
False,24,2022-11-30 21:32:12,False,,,Bot,,bot_recruiter,7ab00db7-6ba5-427b-84b5-31707c82753d,61b6ecfb-8d10-42b9-8e05-9779b51f908f,7ab00db7-6ba5-427b-84b5-31707c82753d:61b6ecfb-8d10-42b9-8e05-9779b51f908f,,debug,,,,{},working,"{'__time_credit__confirmed_credit': 48.0, '__time_credit__is_fixed': False, '__time_credit__pending_credit': 0.0, '__time_credit__max_pending_credit': 0.0, '__time_credit__wage_per_hour': 9.0, '__time_credit__experiment_max_time_credit': 228.0, '__time_credit__experiment_max_bonus': 0.57, 'main_consent': True, '__Waiting for trial__loop_start_time__loop_start_time': '2022-11-30T21:32:12.760047', '__graph_demo__trial_loop__loop_start_time__loop_start_time': '2022-11-30T21:32:12.774539'}","[61, 0]",[129],dd4802f8-f22f-4141-b443-431b5eb1b4cb,False,False,{'main_consent': True},[],"[['main_consent_conditional', False]]",{},[],125,0.1,0.0,0.0,,,False,Browser platform info could not be retrieved.,48.0,19.0,available,4,Bot,[],"['main_consent', 'graph_demo']",['main_consent'],graph_demo,0.21052631578947367,0.12,True
