id,creation_time,failed,failed_reason,time_of_death,vars,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class
25,2022-11-30 21:30:22,False,,,{},Response,2,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
26,2022-11-30 21:30:22,False,,,{},Response,2,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
27,2022-11-30 21:30:22,False,,,{},Response,2,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
28,2022-11-30 21:30:27,False,,,{},Response,3,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
29,2022-11-30 21:30:27,False,,,{},Response,3,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
30,2022-11-30 21:30:27,False,,,{},Response,3,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
31,2022-11-30 21:30:27,False,,,{},Response,3,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
32,2022-11-30 21:30:32,False,,,{},Response,4,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
33,2022-11-30 21:30:32,False,,,{},Response,4,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
34,2022-11-30 21:30:32,False,,,{},Response,4,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
35,2022-11-30 21:30:32,False,,,{},Response,4,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
36,2022-11-30 21:30:37,False,,,{},Response,5,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
37,2022-11-30 21:30:37,False,,,{},Response,5,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
38,2022-11-30 21:30:37,False,,,{},Response,5,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
39,2022-11-30 21:30:37,False,,,{},Response,5,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
40,2022-11-30 21:30:42,False,,,{},Response,6,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
41,2022-11-30 21:30:42,False,,,{},Response,6,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
42,2022-11-30 21:30:42,False,,,{},Response,6,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
43,2022-11-30 21:30:42,False,,,{},Response,6,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
44,2022-11-30 21:30:47,False,,,{},Response,7,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
45,2022-11-30 21:30:47,False,,,{},Response,7,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
46,2022-11-30 21:30:47,False,,,{},Response,7,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
47,2022-11-30 21:30:47,False,,,{},Response,7,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
48,2022-11-30 21:30:52,False,,,{},Response,8,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
49,2022-11-30 21:30:52,False,,,{},Response,8,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
50,2022-11-30 21:30:52,False,,,{},Response,8,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
51,2022-11-30 21:30:52,False,,,{},Response,8,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
52,2022-11-30 21:30:57,False,,,{},Response,9,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
53,2022-11-30 21:30:57,False,,,{},Response,9,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
54,2022-11-30 21:30:57,False,,,{},Response,9,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
55,2022-11-30 21:30:57,False,,,{},Response,9,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
56,2022-11-30 21:31:02,False,,,{},Response,10,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
57,2022-11-30 21:31:02,False,,,{},Response,10,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
58,2022-11-30 21:31:02,False,,,{},Response,10,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
59,2022-11-30 21:31:02,False,,,{},Response,10,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
60,2022-11-30 21:31:07,False,,,{},Response,11,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
61,2022-11-30 21:31:07,False,,,{},Response,11,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
62,2022-11-30 21:31:07,False,,,{},Response,11,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
63,2022-11-30 21:31:07,False,,,{},Response,11,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
64,2022-11-30 21:31:07,False,,,{},Response,11,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
65,2022-11-30 21:31:12,False,,,{},Response,12,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
66,2022-11-30 21:31:12,False,,,{},Response,12,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
67,2022-11-30 21:31:12,False,,,{},Response,12,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
68,2022-11-30 21:31:12,False,,,{},Response,12,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
69,2022-11-30 21:31:12,False,,,{},Response,12,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
70,2022-11-30 21:31:17,False,,,{},Response,13,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
71,2022-11-30 21:31:17,False,,,{},Response,13,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
72,2022-11-30 21:31:17,False,,,{},Response,13,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
73,2022-11-30 21:31:17,False,,,{},Response,13,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
74,2022-11-30 21:31:17,False,,,{},Response,13,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
75,2022-11-30 21:31:22,False,,,{},Response,14,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
76,2022-11-30 21:31:22,False,,,{},Response,14,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
77,2022-11-30 21:31:22,False,,,{},Response,14,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
78,2022-11-30 21:31:22,False,,,{},Response,14,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
79,2022-11-30 21:31:22,False,,,{},Response,14,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
80,2022-11-30 21:31:27,False,,,{},Response,15,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
81,2022-11-30 21:31:27,False,,,{},Response,15,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
82,2022-11-30 21:31:27,False,,,{},Response,15,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
83,2022-11-30 21:31:27,False,,,{},Response,15,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
84,2022-11-30 21:31:27,False,,,{},Response,15,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
85,2022-11-30 21:31:32,False,,,{},Response,16,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
86,2022-11-30 21:31:32,False,,,{},Response,16,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
87,2022-11-30 21:31:32,False,,,{},Response,16,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
88,2022-11-30 21:31:32,False,,,{},Response,16,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
89,2022-11-30 21:31:32,False,,,{},Response,16,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
90,2022-11-30 21:31:37,False,,,{},Response,17,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
91,2022-11-30 21:31:37,False,,,{},Response,17,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
92,2022-11-30 21:31:37,False,,,{},Response,17,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
93,2022-11-30 21:31:37,False,,,{},Response,17,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
94,2022-11-30 21:31:37,False,,,{},Response,17,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
95,2022-11-30 21:31:42,False,,,{},Response,18,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
96,2022-11-30 21:31:42,False,,,{},Response,18,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
97,2022-11-30 21:31:42,False,,,{},Response,18,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
98,2022-11-30 21:31:42,False,,,{},Response,18,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
99,2022-11-30 21:31:42,False,,,{},Response,18,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
100,2022-11-30 21:31:47,False,,,{},Response,19,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
101,2022-11-30 21:31:47,False,,,{},Response,19,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
102,2022-11-30 21:31:47,False,,,{},Response,19,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
103,2022-11-30 21:31:47,False,,,{},Response,19,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
104,2022-11-30 21:31:47,False,,,{},Response,19,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
105,2022-11-30 21:31:52,False,,,{},Response,20,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
106,2022-11-30 21:31:52,False,,,{},Response,20,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
107,2022-11-30 21:31:52,False,,,{},Response,20,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
108,2022-11-30 21:31:52,False,,,{},Response,20,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
109,2022-11-30 21:31:52,False,,,{},Response,20,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
110,2022-11-30 21:31:57,False,,,{},Response,21,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
111,2022-11-30 21:31:57,False,,,{},Response,21,untitled,,InfoPage,,,"{'content': Markup('\n            <p>\n            This experiment implements a simple task on a square lattice.\n            This is done by specifying an approppriate dictionary of edges and vertices which in\n            turn is passed to <code>GraphChainTrialMaker</code> through <code>network_structure</code>.\n            The dictionary should take the following form:\n            </p>\n            <code>\n            {\n                ""vertices"": [1,2],\n                ""edges"": [{""origin"": 1, ""target"": 2, ""properties"": {""type"": ""default""}}]\n            }\n            </code>\n        '), 'time_taken': 0}",Response
112,2022-11-30 21:31:57,False,,,{},Response,21,untitled,,InfoPage,,,"{'content': Markup('\n            The task itself consists of choosing a stimulus from one of your neighbours\n            on the lattice and replicating it.\n        '), 'time_taken': 0}",Response
113,2022-11-30 21:31:57,False,,,{},Response,21,untitled,,InfoPage,,,"{'content': ""Let's begin!"", 'time_taken': 0}",Response
114,2022-11-30 21:31:57,False,,,{},Response,21,untitled,,InfoPage,,,"{'content': 'You finished the experiment!', 'time_taken': 0}",Response
115,2022-11-30 21:32:02,False,,,{},Response,22,untitled,{'main_consent': True},MainConsentPage,,,{'time_taken': 0},Response
